id,tendoituong,loaihinh,tenhieutruong,diachi,poiLong,poiLat,sdt,email,website,anh,geometry
290,Trường THCS Đặng Văn Ngữ,Trường THCS,Lê Chí Tâm,"75 Đặng Văn Ngữ, St, Thành phố Huế, Thừa Thiên Huế",107.6034836,16.45662461,0914426014,chitamdvn@gmail.com,http://thcs-dvngu.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/dv_ngu.jpg,POINT (107.6034836 16.45662461)
291,Trường THCS Nguyễn Văn Trỗi,Trường THCS,Trần Ngọc Song,"14/588 Bùi Thị Xuân, Thủy Biều, Thành phố Huế, Thừa Thiên Huế",107.5459507,16.44889421,02342211624,nguyenvantroihue@yahoo.com.vn,http://thcs-nvtroi.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/nguyen_van_troi.png,POINT (107.5459507 16.44889421)
292,Trường THCS Trần Cao Vân,Trường THCS,Trần Lan Phương,"121 Lê Huân, Thuận Hoà, Thành phố Huế, Thừa Thiên Huế",107.5720342,16.47063781,02343601783,thcs-tcvan.tphue.thuathienhue.edu.vn,http://thcs-tcvan.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/tran_cao_van.png,POINT (107.5720342 16.47063781)
293,Trường THCS Vinh Hà,Trường THCS,Đỗ Thái Dương,"Vinh Hà, Phú Vang, Thừa Thiên Huế",107.7867208,16.39029487,02343890999,thcspvang.vha@hue.edu.vn,http://thcs-vha.phuvang.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/v_ha.jpg,POINT (107.7867208 16.39029487)
294,Trường THCS Vinh Hưng,Trường THCS,Nguyễn Thanh,"Xã Vinh Hưng, H. Phú Lộc, T. Thừa Thiên Huế.",107.8333653,16.39104771,02343874631,c2vinhhung.thuathienhue@moet.e,http://thcs-vhung.phuloc.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/vinh_hung.jpg,POINT (107.8333653 16.39104771)
295,Trường THCS Vinh Thái,Trường THCS,Lê Thị Huệ,"Vinh Thái, Phú Vang, Thừa Thiên Huế",107.7722825,16.41061269,02343987339,thcspvang.vthai@hue.edu.vn,http://thcs-vthai.phuvang.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/vinh_thai.jpg,POINT (107.7722825 16.41061269)
296,Trường THCS Duy Tân,Trường THCS,Hoàng Thị Thủy,"58A Duy Tân, An Cựu, Thành phố Huế, Thừa Thiên Huế",107.5951995,16.44942741,02343815666,thcsduytanhue@gmail.com,http://thcs-dtan.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/duy_tan.png,POINT (107.5951995 16.44942741)
297,Trường THCS Hàm Nghi,Trường THCS,Lê Thị Hồng Giang,"41 Thái Phiên, Tây Lộc, Thành phố Huế, Thừa Thiên Huế",107.563541,16.47623102,02343522312,THCS_HAMNGHI@YAHOO.COM,http://thcs-hnghi.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/duy_tan(1).png,POINT (107.563541 16.47623102)
298,Trường THCS Huỳnh Thúc Kháng,Trường THCS,Nguyễn Bá Sơn,"339 Huỳnh Thúc Kháng, Phú Bình, Thành phố Huế, Thừa Thiên Huế",107.5822645,16.48213452,02343526117,thcs-htkhang.tphue.thuathienhue.edu.vn,http://thcs-htkhang.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/ht_khang.jpg,POINT (107.5822645 16.48213452)
299,Trường THCS Lê Hồng Phong,Trường THCS,Quách Tân,"214B Lý Nam Đế, Hương Long, Thành phố Huế, Thừa Thiên Huế",107.5483569,16.46376442,0905101055,thcslhp.hue@gmail.com,http://thcs-lhphong.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/lh_phong.jpg,POINT (107.5483569 16.46376442)
300,Trường THCS Lý Tự Trọng,Trường THCS,Nguyễn Thanh Hải,"Cao Bá Quát, Phú Hiệp, Thành phố Huế, Thừa Thiên Huế",107.5843278,16.49215897,0905351100,thcs.hue.lttrong@hue.edu.vn,http://thcs-lttrong.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/lt_trong.jpg,POINT (107.5843278 16.49215897)
301,Trường THCS Nguyễn Bỉnh Khiêm,Trường THCS,Nguyễn Anh Tuấn,"121A Nguyễn Chí Thanh, Phú Hiệp, Thành phố Huế, Thừa Thiên Huế",107.5874313,16.48777362,02343545474,lengocquang79@gmail.com,http://thcs-nbkhiem.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/nguyen_binh_khiem.png,POINT (107.5874313 16.48777362)
302,Trường THCS Nguyễn Văn Linh,Trường THCS,Trần Thị Xuân Phượng,"135 Nguyễn Văn Linh, Hương Sơ, Thành phố Huế, Thừa Thiên Huế",107.5631435,16.48858243,02343588550,Truongthcsnguyenvanlinh@yahoo.,http://thcs-nvlinh.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/nv_linh.jpg,POINT (107.5631435 16.48858243)
303,Trường THCS Lê Lợi,Trường THCS,Trần Đức,"195 Hồ Chí Minh, Thị trấn A Lưới – huyện A Lưới – Tỉnh Thừa Thiên Huế",107.2314022,16.26865688,0934895391,thcs-lloi.aluoi@thuathienhue.edu.vn,http://thcs-lloi.aluoi.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/le_loi.jpg,POINT (107.2314022 16.26865688)
304,Trường TH&THCS Lê Quang Bính,Trường TH Nhiều cấp,Đặng Bo,"Hương Bình, Hương Trà, Thừa Thiên Huế",107.478422,16.39550292,02343550209,ptcshtra.lqbinh@hue.edu.vn,http://ptcs-hbinh.huongtra.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/huong_binh.jpg,POINT (107.478422 16.39550292)
305,Trường TH&THCS Dương Hòa,Trường TH Nhiều cấp,Nguyễn Xuân Hợp,"Dương Hoà, Hương Thủy, Thừa Thiên Huế",107.620212,16.32959692,02343855352,truongduonghoa116@gmail.com,http://ptcs-dhoa.huongthuy.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/duong_hoa.png,POINT (107.620212 16.32959692)
306,Trường TH&THCS Thủy Tân,Trường TH Nhiều cấp,Phan Hung Son,"Thôn Tân Tô, Thuỷ Tân, , Thị xã Hương Thuỷ, Thừa Thiên Huế.",107.7138,16.40479992,02343955233,ptcs-ttan.huongthuy.thuathienhue.edu.vn,http://ptcs-ttan.huongthuy.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/thuy_tan.jpg,POINT (107.7138 16.40479992)
307,Trường TH&THCS Bến Ván,Trường TH Nhiều cấp,Cao Trường Sơn,"Xã Lộc Bổn, H. Phú Lộc, T. Thừa Thiên Huế.",107.695803,16.28633892,01683902124,thvathcspl.@hue.edu.vn,http://ptcs-bvan.phuloc.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/ben_van.jpg,POINT (107.695803 16.28633892)
308,Trường TH&THCS Lộc Bình,Trường TH Nhiều cấp,Trần Thiên Lộc,Lộc Bình Phú Lộc TT Huế,107.927612,16.32360892,0944526026,cap12locbinh@gmail.com,http://ptcs-lbinh.phuloc.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/loc_binh.jpg,POINT (107.927612 16.32360892)
309,Trường TH&THCS Lộc Hòa,Trường TH Nhiều cấp,Nguyễn Đê,"xã Lộc Hòa, huyện Phú Lộc, tỉnh Thừa Thiên Huế",107.774952,16.27366792,0234387212,c1lochoa.thuathienhue@moet.edu,http://ptcs-lhoa.phuloc.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/loc_hoa.jpg,POINT (107.774952 16.27366792)
310,Trường TH&THCS Nam Phú,Trường TH Nhiều cấp,Nguyễn Thị Thắng,"Xã Hương Phú, H. Nam Đông, T. Thừa Thiên Huế.",107.699425,16.17792892,02343875643,c1namphu@gmail.com,http://ptcs-nphu.namdong.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/nam_phu.jpg,POINT (107.699425 16.17792892)
311,Trường TH&THCS Hồng Thủy,Trường TH Nhiều cấp,Phan Thế Bảo,"Xã Hồng Thủy, H. A Lưới, T. Thừa Thiên Huế.",107.039106,16.36851192,02343500578,vietman_aluoi@yahoo.com,http://ptcs-hthuy.aluoi.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/hong_thuy.jpg,POINT (107.039106 16.36851192)
312,Trường TH&THCS Hồng Hạ,Trường TH Nhiều cấp,Nguyễn Văn Châu,"QL49, Hồng Hạ, A Lưới, Thừa Thiên Huế",107.2032,16.17489992,0932560056,ptcs-hha.aluoi.thuathienhue.edu.vn,http://ptcs-hha.aluoi.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/hong_ha.jpg,POINT (107.2032 16.17489992)
313,Trường TH&THCS Hương Nguyên,Trường TH Nhiều cấp,Nguyễn Văn Tuấn,"Xã Hương Nguyên, H. A Lưới, T. Thừa Thiên Huế.",107.2313182,16.18358372,02346282147,ptcs-hnguyen.aluoi@thuathienhue.edu.vn,http://ptcs-hnguyen.aluoi.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/huong_nguyen.jpg,POINT (107.2313182 16.18358372)
314,Trường TH&THCS Phú Sơn,Trường TH Nhiều cấp,Hồ Hoàng,"Phú Sơn, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.6334701,16.3009241,02343855155,ttieuhocphuson@gmail.com,http://ptcs-pson.huongthuy.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/phu_son.jpg,POINT (107.6334701 16.3009241)
315,Trường TH&THCS Phượng Hoàng,Trường TH Nhiều cấp,Nguyễn Cao,"33/9 Nguyễn Hoàng, Kim Long, Thành phố Huế, Thừa Thiên Huế",107.5564373,16.45871805,02343515678,phoenixschoolvn@gmail.com,http://ptcs-phoang.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/09/phuong_hoang.jpg,POINT (107.5564373 16.45871805)
316,Trường TH Hiền An,Trường TH,Nguyễn Tài,"Vinh Hiền, Phú Lộc, Thừa Thiên Huế",107.9055987,16.34796427,02343874644,tieuhochienan@gmail.com,http://th-han.phuloc.thuathienhue.edu.vn/,,POINT (107.9055987 16.34796427)
317,Trường TH Thủy Xuân,Trường TH,TRẦN QUANG MẾN,"Kiệt, 69 Lê Ngô Cát, Thủy Xuân, Thành phố Huế, Thừa Thiên Huế",107.5656728,16.43994656,0914519083,ththuyxuan@yahoo.com.vn,http://th-txuan.tphue.thuathienhue.edu.vn/,,POINT (107.5656728 16.43994656)
318,Trường TH số 1 Hương Hồ,Trường TH,Nguyễn Thị Loan,"Thôn Long hồ hạ,xã Hương Hồ, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế",107.5333438,16.45027328,0979185325,huongho550162@gmail.com,http://th-hho1.huongtra.thuathienhue.edu.vn/,,POINT (107.5333438 16.45027328)
319,Trường TH Phường Đúc,Trường TH,Bùi Văn Cường,"245 Bùi Thị Xuân, Phường Đúc, Thành phố Huế, Huế",107.5781688,16.45153029,0912656211,thphuongduc@gmail.com,http://th-pduc.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/phuong_duc.png,POINT (107.5781688 16.45153029)
320,Trường TH Vĩnh Ninh,Trường TH,Nguyễn Ngọc Minh Trang,"2 Đ. Ngô Quyền, Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế",107.5847869,16.4580704,02343824723,tieuhocvinhninh@gmail.com,http://th-vninh.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/vinh_ninh.png,POINT (107.5847869 16.4580704)
321,Trường TH Quang Trung,Trường TH,Nguyễn Thị Nhung,"83 Nguyễn Huệ, Phú Nhuận, Thành phố Huế, Thừa Thiên Huế",107.5945762,16.459271,02343822044,nhungnnhungqt@gmail.com.vn,http://th-qtrung.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/quang_trung.png,POINT (107.5945762 16.459271)
322,Trường TH Phú Thuận,Trường TH,Hồ Chánh,"194 Lê Duẩn, Phú Thuân, Thành phố Huế, Thừa Thiên Huế",107.5685549,16.46362036,01695065071,tieuhocphuthuan@gmail.com,http://th-pthuan.tphue.thuathienhue.edu.vn/,,POINT (107.5685549 16.46362036)
323,Trường TH Lê Lợi,Trường TH,Đoàn Quý,"1 Nguyễn Tri Phương, Phú Hội, Thành phố Huế, Thừa Thiên Huế",107.591194,16.46446663,02343824776,tieuhocleloihue@gmail.com,http://th-pthuan.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/le_loi.png,POINT (107.591194 16.46446663)
324,Trường TH Thủy Biều,Trường TH,Dương Hồng Thắng,"Bùi Thị Xuân, Thủy Biều, Thành phố Huế, Thừa Thiên Huế",107.5672926,16.46514829,02343826389,tieuhocthuybieu@gmail.com,http://th-tbieu.tphue.thuathienhue.edu.vn/,,POINT (107.5672926 16.46514829)
325,Trường TH Thuận Thành,Trường TH,Lê Thị Mai Lan,"26 Đặng Thái Thân, Thuận Thành, Thành phố Huế, Thừa Thiên Huế",107.5761023,16.47329151,02343525470,mailan081@gmail.com,http://th-tthanh.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/thuan_thanh.png,POINT (107.5761023 16.47329151)
326,Trường TH Vỹ Dạ,Trường TH,Nguyễn Hồ An,"57A Lâm Hoằng, Vỹ Dạ, Thành phố Huế, Thừa Thiên Huế",107.5899677,16.47902274,02343898824,th-vda.tphue@thuathienhue.edu.vn,http://th-vda.tphue.thuathienhue.edu.vn/,,POINT (107.5899677 16.47902274)
327,Trường TH An Hòa,Trường TH,Nguyễn Bá Thôi,"10/4 Đặng Tất, Phường An Hòa, Thành phố Huế, Thừa Thiên, Huế,",107.5557207,16.47928589,02343522010,truonganhoa1004@gmail.com,http://th-ahoa.tphue.thuathienhue.edu.vn/,,POINT (107.5557207 16.47928589)
328,Trường TH Thái Dương,Trường TH,Huỳnh Hữu Quốc,"Hải Dương, Hương Trà, Thừa Thiên Huế",107.6156761,16.5707982,02343559566,tieuhocthaiduong@yahoo.com.vn,http://th-tduong.huongtra.thuathienhue.edu.vn/,,POINT (107.6156761 16.5707982)
329,Trường TH Hương Lâm,Trường TH,Trần Nhật Nam,"Hương Lâm, A Lưới, Thừa Thiên Huế",107.3941401,16.55367362,02343551437,thpdien.hlam@hue.edu.vn,http://th-hlam.aluoi.thuathienhue.edu.vn/,,POINT (107.3941401 16.55367362)
330,Trường TH Vân Trình,Trường TH,Hoàng Phước Dành,"Vân Trình, Phong Bình, , Huyện Phong Điền, Thừa Thiên Huế.",107.3547422,16.69738202,0946370416,thpdien.vtrinh@hue.edu.vn,thpdien.vtrinh.hue.edu.vn,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/van_trinh.png,POINT (107.3547422 16.69738202)
331,Trường TH An Cựu,Trường TH,Trần Thị Thanh Xuân,"189 Hùng Vương, An Cựu, Thành phố Huế, Thừa Thiên Huế",107.6013688,16.45409482,0905884656,th-acuu.tphue@thuathienhue.edu.vn,http://th-acuu.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/an_cuu.png,POINT (107.6013688 16.45409482)
332,Trường TH Bắc Hiền,Trường TH,Hồ Thị Mai Phương,http://th-tbhien.phongdien.thuathienhue.edu.vn/,107.4142359,16.58085671,02343551700,thpdien.bhien@hue.edu.vn,"Phong Hiền, Phong Điền, Thừa Thiên Huế",https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/bac_hien.png,POINT (107.4142359 16.58085671)
333,Trường TH Hương Vân,Trường TH,Phan Văn Thanh,"Trần Trung Lập, Hương Vân, Hương Trà, Thừa Thiên Huế",107.4410604,16.50998698,02343557820,tieuhochuongvan@gmail.com,http://th-hvan.huongtra.thuathienhue.edu.vn/,,POINT (107.4410604 16.50998698)
334,Trường TH số 1 Kim Long,Trường TH,Trương Nữ Khánh Quỳnh,"15 Phạm Thị Liên, Kim Long, Thành phố Huế, Thừa Thiên Huế",107.5640082,16.4640395,02343529288;,truongkimlong1@gmail.com,http://th-klong1.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/kim_long.png,POINT (107.5640082 16.4640395)
335,Trường TH Lý Thường Kiệt,Trường TH,Tôn Nữ Thùy Trang,"54 Nguyễn Tri Phương, Phú Hội, Thành phố Huế, Thừa Thiên Huế",107.5990572,16.46657429,0932452299,th-ltkiet.tphue.thuathienhue.edu.vn,http://th-ltkiet.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/ly_thuong_kiet.png,POINT (107.5990572 16.46657429)
336,Trường TH Nguyễn Trãi,Trường TH,Hồ Thị Hải Yến,"223 Nguyễn Trãi, Tây Lộc, Thành phố Huế, Thừa Thiên Huế",107.5664578,16.47482407,0054352973,nguyentraischool223@gmail.com,http://th-ntrai.tphue.thuathienhue.edu.vn/,,POINT (107.5664578 16.47482407)
337,Trường TH số 2 Phú An,Trường TH,Bùi Thanh Đông,Phú An Phú Vang TT Huế,107.6263286,16.5093514,03860607,thpvang.pan2@hue.edu.vn,http://th-pan2.phuvang.thuathienhue.edu.vn/,,POINT (107.6263286 16.5093514)
338,Trường TH Phú Bình,Trường TH,Đoàn Thị Vân,"52 Đào Duy Anh, Phú Bình, Tp. Huế, Huế",107.5800804,16.490083,0234352774,thphubinh@gmail.com,http://th-pbinh.tphue.thuathienhue.edu.vn/,,POINT (107.5800804 16.490083)
339,Trường TH Phú Cát,Trường TH,Phan Thị Hương Giang,"59 Mạc Đỉnh Chi, Phường Phú Cát, Thành phố Huế, Thừa Thiên Huế.",107.586615,16.47948451,0914560880,huonggiangpc2201@gmail.com,http://th-pcat.tphue.thuathienhue.edu.vn/,,POINT (107.586615 16.47948451)
340,Trường TH Phú Hải,Trường TH,Trương công trứ,"Thôn Cử Lại Trung, Xã Phú Hải, H. Phú Vang, T. Thừa Thiên Huế;",107.7000122,16.52424157,01684391363,congtru70@gmail.com,th-phai.phuvang.thuathienhue.edu.vn.,,POINT (107.7000122 16.52424157)
341,Trường TH Phú Hậu,Trường TH,Lê Thị Hương Giang,"1 Ngô Kha, Phú Hiệp, Thành phố Huế, Huế",107.5843763,16.49446037,0906494950,phuhauschool@gmail.com,http://th-phau.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/phu_hau.png,POINT (107.5843763 16.49446037)
342,Trường TH Phú Hòa,Trường TH,Lê Thị Thùy Linh,"51 Trần Hưng Đạo, Phú Hoà, Thành phố Huế, Thừa Thiên Huế",107.5847096,16.46856739,03571366,tieuhocphuhoa51thd@gmail.com,http://th-phoa.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/phu_hoa.png,POINT (107.5847096 16.46856739)
343,Trường TH Phú Lưu,Trường TH,NGUYỄN VĂN LONG,"12 Ưng Bình, Vỹ Dạ, Thành phố Huế, Thừa Thiên Huế",107.5939179,16.48225788,02343826352,"truongthphuluu@gmail,com",http://th-pluu.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/phu_luu.png,POINT (107.5939179 16.48225788)
344,Trường TH số 1 Phú Mậu,Trường TH,Nguyễn Thị Kim Huế,"Mậu Tài, Phú Mậu, Phú Vang, Thừa Thiên Huế",107.577133,16.52559311,0916488845,th-pmau1.phuvang.thuathienhue.edu.vn,http://th-pmau1.phuvang.thuathienhue.edu.vn/,,POINT (107.577133 16.52559311)
345,Trường TH Ngô Kha,Trường TH,Đinh Xuân Lương,"328 Chi Lăng, Phú Hiệp, Thành phố Huế, Thừa Thiên Huế",107.5911092,16.48740209,02343545877,ngokhashool@gmail.com,http://th-nkha.tphue.thuathienhue.edu.vn/,,POINT (107.5911092 16.48740209)
346,Trường TH Phước Vĩnh,Trường TH,Trần Thanh Hải,"11 Đoàn Hữu Trưng, Phước Vĩnh, Thành phố Huế, Thừa Thiên Huế",107.5873304,16.45146372,02343820283,c1phuocvinhtthue@gmail.com,http://th-pvinh.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/phuoc_vinh.png,POINT (107.5873304 16.45146372)
347,Trường TH Thuận Lộc,Trường TH,Trần Thị Thu Sương,"137 Thái Phiên, Thuận Lộc, Thành phố Huế, Thừa Thiên Huế",107.5717334,16.48448836,02343514641,truongtieuhocthuanlochue@gmail,http://th-tloc.tphue.thuathienhue.edu.vn/,,POINT (107.5717334 16.48448836)
348,Trường TH số 2 Thuận An,Trường TH,Nguyễn Văn Thái,"Thôn Hải Bình, Thị trấn Thuận An, Huyện Phú Vang, Thừa Thiên, Huế",107.6416372,16.56173091,02343866434,thuanan2@gmail.com,http://th-tan2.phuvang.thuathienhue.edu.vn/,,POINT (107.6416372 16.56173091)
349,Trường TH số 2 Kim Long,Trường TH,Tôn Thất Tri,"80 Nguyễn Hoàng, Kim Long, Thành phố Huế, Huế",107.5414378,16.46228445,0234351047,kimlong2hue@gmail.com,http://th-klong2.tphue.thuathienhue.edu.vn/,,POINT (107.5414378 16.46228445)
350,Trường TH Số 2 Tứ Hạ,Trường TH,Nguyễn Thị Kim Thương,"Tổ Dân Phố 10, Nguyễn Hiền, Phường Tứ Hạ, Thị Xã Hương Trà, Tỉnh Thừa Thiên Huế,",107.4793755,16.5192357,02343557623,thhtra.tha2@hue.edu.vn,http://th-tha2.huongtra.thuathienhue.edu.vn/,,POINT (107.4793755 16.5192357)
351,Trường TH Kim Đồng,Trường TH,LÊ DUY ĐỨC,"Thị trấn A Lưới, Huyện A Lưới, Thừa Thiên - Huế",107.2252061,16.28460566,0914950356,leduyduc356@gmail.com,http://th-kdong.aluoi.thuathienhue.edu.vn/tin-tuc,,POINT (107.2252061 16.28460566)
352,Trường TH Tây Lộc,Trường TH,Ngô Thị Thúy Liễu,"117 Trần Quốc Toản, Tây Lộc, Tp. Huế, Thừa Thiên Huế",107.5626462,16.47723706,0935686116,/th-tayloc.tphue.thuathienhue.edu.vn,http://th-tayloc.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/tay_loc.png,POINT (107.5626462 16.47723706)
353,Trường TH Thuận Hòa,Trường TH,Nguyễn Khoa Hảo Thư,"1 Trần Nguyên Đán, Thuận Hoà, Thành phố Huế, Huế",107.5724417,16.46738606,02343537323,th-thoa.tphue.thuathienhue.edu.vn,http://th-thoa.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/thuan_hoa.png,POINT (107.5724417 16.46738606)
354,Trường TH số 1 An Đông,Trường TH,Hoàng Thị Kim Ánh,"129 Đặng Văn Ngữ, An Đông, Thành phố Huế, Thừa Thiên Huế",107.6060396,16.45687612,0916921989,so1andong@gmail.com,http://th-adong1.tphue.thuathienhue.edu.vn/,,POINT (107.6060396 16.45687612)
355,Trường TH Trường An,Trường TH,Lê Thanh Sơn,"216 Phan Bội Châu, Trường An, Tp. Huế, Thừa Thiên Huế",107.5832825,16.44681484,0542241511,thtruongan177@gmail.com,http://th-tan.tphue.thuathienhue.edu.vn/,,POINT (107.5832825 16.44681484)
356,Trường TH Trần Quốc Toản,Trường TH,Dương Quang Nam,"10 Lâm Mông Quang, Phú Hậu, Thành phố Huế, Thừa Thiên Huế",107.5848231,16.47109779,00543525042,thtranquoctoantphue@yahoo.com,http://th-tqtoan.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/tran_quoc_toan.png,POINT (107.5848231 16.47109779)
357,Trường TH Vinh Hưng 2,Trường TH,ĐOÀN HOÀI TRUNG,"Thôn Diêm Trường, Xã Vinh Hưng, Huyện Phú Lộc, Vinh Hưng, Phú Lộc, Thừa Thiên Huế",107.8210694,16.39851669,02343687068,thpl.vhung@hue.edu.vn,http://th-vhung2.phuloc.thuathienhue.edu.vn/,,POINT (107.8210694 16.39851669)
358,Trường TH Xuân Phú,Trường TH,MAI THỊ MỸ LỆ,"Bùi San, Xuân Phú, Thành phố Huế, Thừa Thiên Huế",107.6036548,16.46663212,0935662154,tieuhocxuanphuhue1@gmail.com,http://th-xphu.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/xuan_phu.png,POINT (107.6036548 16.46663212)
359,Trường TH số 2 Hương Xuân,Trường TH,Dương Tư,"Xã Hương Xuân, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế.",107.4973874,16.51983906,02343557782,tieuhoc_huongxuan2@yahoo.com,http://th-hxuan2.huongtra.thuathienhue.edu.vn/,,POINT (107.4973874 16.51983906)
360,Trường TH Hương Long,Trường TH,Võ Văn Việt,"198 Lý Nam Đế, Hương Long, Thành phố Huế, Thừa Thiên Huế",107.548331,16.46276196,0905202057,vovanviet7@gmail.com,http://th-hlong.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/huong_long(1).png,POINT (107.548331 16.46276196)
361,Trường TH Huế Star,Trường TH,Trần Thị Như Ý,"Đường Lê Quang Đạo, Xuân Phú, Thành phố Huế, Huế",107.6042469,16.46343163,02343942827,huesta@.edu.vn,http://www.huestar.edu.vn/,,POINT (107.6042469 16.46343163)
362,Trường TH Hương Sơ,Trường TH,Phan Thị Thu Sương,"133 Nguyễn Văn Linh, Hương Sơ, Thành phố Huế, Thừa Thiên Huế",107.5595168,16.4890351,0905405929,thusuong1974@gmail.com,http://th-hso.tphue.thuathienhue.edu.vn/,https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/huong_so.png,POINT (107.5595168 16.4890351)
363,Trường TH Huyền Trân,Trường TH,Nguyễn Tất Liêm,"An Tây, Thành phố Huế, Thừa Thiên Huế",107.6074381,16.45135191,02343848254,truongth_huyentran@yahoo.com,"Trần Đại Nghĩa - Tổ 6 - KV3, Phường An Tây, Thành phố Huế, Tỉnh Thừa Thiên - Huế.",https://sohoa.thuathienhue.gov.vn/uploadfiles/eform/3221/2020/08/huyen_tran.png,POINT (107.6074381 16.45135191)
